laptop_id,product_name,price,link,Loại card đồ họa,Dung lượng RAM,Loại RAM,Số khe ram,Ổ cứng,Kích thước màn hình,Công nghệ màn hình,Pin,Hệ điều hành,Độ phân giải màn hình,Loại CPU,Cổng giao tiếp,Tần số quét,Chất liệu tấm nền,Công nghệ âm thanh,Tính năng đặc biệt,Loại đèn bàn phím,Bảo mật,Webcam,Kích thước,Trọng lượng,Wi-Fi,Bluetooth,Khe đọc thẻ nhớ,Chất liệu,Chất liệu vỏ trên,Chất liệu vỏ dưới,Chất liệu vỏ màn hình,Loại màn hình,Hãng sản xuất,Nguồn,Chip AI
laptop-asus-zenbook-14-um3406ka-pp113ws-ryzen-ai-7,Asus Zenbook 14 Um3406ka Pp113ws Ryzen Ai 7,27.490.000đ,https://cellphones.com.vn/laptop-asus-zenbook-14-um3406ka-pp113ws-ryzen-ai-7.html,AMD Radeon Graphics,16GB,LPDDR5X,Onboard,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,Độ sáng 400nitsĐộ sáng đỉnh HDR 600nitsĐộ phủ màu 100% DCI-P3VESA CERTIFIED Display HDR True Black 6001.07 tỷ màuÁnh sáng xanh ít gây hại hơn 70%TÜV Rheinland-certifiedSGS Eye Care Display,"75WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic,2880 x 1800 pixels,"AMD Ryzen AI 7 350 2.0GHz (24MB Cache, up to 5.0GHz, 8 lõi, 16 luồng)",1x USB 3.2 Gen 1 Type-A (5Gbps)1x USB 3.2 Gen 2 Type-C hỗ trợ hiển thị/cung cấp điện (10Gbps)1x USB 4.0 Gen 3 Type-C hỗ trợ hiển thị/cung cấp điện (40Gbps)1x HDMI 2.1 TMDS1x Giắc cắm âm thanh kết hợp 3.5mm,120 Hz,Tấm nền Oled,Công nghệ Smart AmpLoa tích hợpMicrô mảng tích hợp,"Wi-Fi 6, Nhận diện khuôn mặt, Màn hình Oled",Bàn phím Chiclet có đèn nền Với phím Copilot,Webcam IR hỗ trợ Windows HelloMcAfeeBIOS Booting User Password ProtectionBIOS setup user passwordMicrosoft Pluton security processorTrusted Platform Module (Firmware TPM),Camera FHD có chức năng IR hỗ trợ Windows Hello; Có màn trập camera,31.24 x 22.01 x 1.49 ~ 1.49 cm (Dài x Rộng x Dày),1.20 kg,Wi-Fi 6E(802.11ax) (Dual band) 2*2,Bluetooth 5.3,,Vỏ kim loại,Nhôm,Nhôm,Nhôm,,,,AMD XDNA™ NPU up to 50TOPS
laptop-hp-pavilion-15-eg3111tu-8u6l8pa,Hp Pavilion 15 Eg3111tu 8u6l8pa,16.790.000đ,https://cellphones.com.vn/laptop-hp-pavilion-15-eg3111tu-8u6l8pa.html,Intel Iris Xe Graphics,16GB,DDR4-3200 MHz RAM,"2x8GB, nâng cấp tối đa 32GB",512 GB PCIe NVMe M.2 SSD,15.6 inches,Màn hình chống chóiĐộ sáng 250 nitsĐộ phủ màu 45% NTSC,"3-cell, 41 Wh Li-ion",Windows 11 Home Single Language,1920 x 1080 pixels (FullHD),"Intel Core i5-1335U (up to 4.6 GHz with Intel Turbo Boost Technology,12 MB L3 cache,10 lõi,12 luồng)",1x USB Type-C2x USB Type-A1x HDMI 2.11x AC smart pin1x headphone/microphone combo,,Tấm nền IPS,Audio by B&ODual speakersHP Audio Boost,,,,HP Wide Vision 720p HD camera,36.02 x 23.4 x 1.8 cm,1.6 kg,,,,,,,,,,,
laptop-lenovo-thinkbook-16-g8-irl,Lenovo Thinkbook 16 G8 Irl,20.490.000đ,https://cellphones.com.vn/laptop-lenovo-thinkbook-16-g8-irl.html,Intel Graphics,16GB,SO-DIMM DDR5-5600,"2 khe (1x 16GB, tối đa 64GB)","512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x SSD M.2 • SSD M.2 2280, mỗi ổ có dung lượng tối đa 2TB)",16 inches,Độ sáng 300nitsMàn hình chống chóiĐộ phủ màu 45% NTSC,"45Wh, 65W USB-C (3-pin)","Windows 11 Home Single Language, English (US) / English (UK) + Office Trial + Absolute Home & Office Basic 1-year",1920 x 1200 pixels (WUXGA),"Intel Core 5 210H, 8 lõi (4P + 4E) / 12 luồng, P-core 2.2 / 4.8GHz, E-core 1.6 / 3.6GHz, 12MB","1x USB-A1x USB-A Luôn bật1x USB-C (10Gbps), với USB PD 3.0 và DP 1.41x USB-C (Thunderbolt 4 / 40Gbps), với USB PD 3.0 và DP 2.11x HDMI 2.1, lên đến 4K/60Hz1x Giắc cắm kết hợp (3.5mm)1x RJ-451x Đầu đọc thẻ SD",60 Hz,Tấm nền IPS,"Âm thanh độ nét cao (HD)Bộ giải mã Realtek ALC3287Loa stereo, 2W x2Dolby Audio","Wi-Fi 6, Nhận diện khuôn mặt",Backlit,Firmware TPM 2.0 Enabled,FHD 1080p + IR Hybrid với Màn trập camera,356 x 253.5 x 17.5 mm (Dài x Rộng x Dày),1.7 kg,"Wi-Fi 6E, 802.11ax 2x2",Bluetooth 5.3,Có,,Nhôm,Nhựa,,,,,
laptop-asus-vivobook-s14-s3407va-ly053w,Asus Vivobook S14 S3407va Ly053w,18.990.000đ,https://cellphones.com.vn/laptop-asus-vivobook-s14-s3407va-ly053w.html,Intel UHD Graphics,16GB,DDR5 SO-DIMM Onboard,,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,Độ sáng 300nitsĐộ phủ màu 45% NTSCMàn hình chống chóiTÜV Rheinland-certified,"70WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home,1920 x 1200 pixels (WUXGA),"Intel Core i7-13620H 2.4 GHz (24MB Cache, up to 4.9 GHz, 10 lõi, 16 luồng)",2x USB 3.2 Gen 1 Type-A (tốc độ dữ liệu lên đến 5Gbps)2x USB 3.2 Gen 1 Type-C hỗ trợ hiển thị/cung cấp điện (tốc độ dữ liệu lên đến 5Gbps)1x HDMI 1.41x Giắc cắm âm thanh kết hợp 3.5mm,60 Hz,Tấm nền IPS,Loa tích hợpMicrô mảng tích hợp,"Wi-Fi 6, Nhận diện khuôn mặt",Bàn phím Chiclet có đèn nền Với phím Copilot,Webcam IR hỗ trợ Windows HelloMcAfeeBIOS Booting User Password ProtectionBIOS setup user passwordTrusted Platform Module (Firmware TPM),"Camera FHD có chức năng IR hỗ trợ Windows Hello, có màn trập camera",31.52 x 22.34 x 1.59 ~ 1.79 cm (Dài x Rộng x Dày),1.40 kg,Wi-Fi 6(802.11ax) (Dual band) 2*2,Bluetooth 5.3,,,Nhựa,Nhôm,Nhôm,,,,
imac-m4-24-inch-10cpu-10gpu-24gb-512gb,Imac M4 24 Inch 10cpu 10gpu 24gb 512gb,49.990.000đ,https://cellphones.com.vn/imac-m4-24-inch-10cpu-10gpu-24gb-512gb.html,GPU 10 lõi,24GB,,,512GB,24 inches,Màn hình Retina 4.5K1 tỷ màuĐộ sáng 500 nitDải màu rộng (P3)Công nghệ True Tone,,macOS,4480 x 2520 (4.5K),Apple M4 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điệnNeural Engine 16 lõi,4x Thunderbolt 4 (lên đến 40Gb/s)USB 4 (lên đến 40Gb/s)USB 3.1 Gen 2 (lên đến 10Gb/s)DisplayPortJack cắm tai nghe 3.5 mm có hỗ trợ nâng cao cho tai nghe trở kháng caoGigabit Ethernet,,,Hỗ trợ Âm Thanh Không Gian khi phát nhạc hoặc video với Dolby AtmosHệ thống âm thanh 6 loa có độ trung thực cao với loa trầm khử lựcÂm thanh stereo rộngDãy ba micrô chất lượng chuẩn studio với tỷ lệ tín hiệu – nhiễu cao và tính năng điều hướng,,,Magic Keyboard,Camera 12MP Center Stage có hỗ trợ chế độ Desk ViewQuay video HD 1080pBộ xử lý tín hiệu hình ảnh tiên tiến với video điện toán,Rộng: 54.7 cm - Cao: 46.1 cm - Độ dày chân đế: 14.7 cm,4.44 kg,Wi-Fi 6E (802.11ax),Bluetooth 5.3,,,,,,,,143W,
laptop-gigabyte-g6-mf-h2ph853kh,Gigabyte G6 Mf H2ph853kh,22.990.000đ,https://cellphones.com.vn/laptop-gigabyte-g6-mf-h2ph853kh.html,"NVIDIA GeForce RTX 4050 (6GB of GDDR6 SDRAM, Bus Width: 96- bit)Intel UHD Graphics",16GB,DDR5 - 4800MHz,"2 khe (2 x 8GB, nâng cấp tối đa 64GB)","512GB SSD1 PCIe (M.2 2280)2x M.2 SSD slots (Supports 2x PCIe NVMe M.2 SSD, Up to 4TB)",16 inches,Màn hình chống chóiĐộ phủ màu 45% NTSC,4 Cell Int (54Wh),Windows 11 Home Single Language 64-bit,1920 x 1200 pixels (FullHD+),"Intel Core i7-13620H (3.6 GHz - Up to 4.9 GHz, 10  lõi / 16 luồng, 24Mb Cache)",1 x USB 2.0 Type-A1 x USB 3.2 Gen 1 Type-A2 x USB 3.2 Gen 2 Type-C1 x HDMI1 x Mini DP1 x RJ45 (LAN)1 x Microphone jack1 x Headphone/Microphone combo audio jack1 x SSD2 PCIe (M.2 2280),165 Hz,Tấm nền IPS,Realtek High Definition Audio (bởi Dolby Atmos),"Wi-Fi 6, Bảo mật vân tay","Bàn phím có đèn nền RGB 1 vùng, hành trình phím lên tới 2 mm (15 màu, với 10 phím)","Thiết lập mật khẩu giám sát, quản lý khởi động an toàn, TPM, khóa Kensington",Webcam IR HD (720p)Micrô tích hợp,35.95 x 26.38 x 2.51 ~ 2.60 cm (Dài x Rộng x Dày),2.279 kg,Intel Wi-Fi 6E (802.11ax 2x2),Bluetooth 5.3,Có,Vỏ nhựa,Nhựa,Nhựa,Nhựa,,,,
laptop-lenovo-yoga-slim-7-14ill10-83jx0086vn,Lenovo Yoga Slim 7 14ill10 83jx0086vn,27.990.000đ,https://cellphones.com.vn/laptop-lenovo-yoga-slim-7-14ill10-83jx0086vn.html,Intel Arc Graphics 130V,16GB,LPDDR5x-8533 Onboard,Không nâng cấp,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Một ổ đĩa, tối đa 1TB M.2 2242 SSD)",14 inches,Độ sáng 1100nits (peak) / 500nits (typical)Độ phủ màu 100% DCI-P3EyesafeDolby VisionDisplayHDR True Black 1000X-RitePureSight Pro,"70Wh, 65W USB-C Slim (2-pin, Wall-mount)","Windows 11 Home Single Language, English + Microsoft 365 Basic + Office Home 2024",2880 x 1800 pixels,"Intel Core Ultra 5 226V, 8 lõi (4P + 4LPE) / 8 luồng, Max Turbo up to 4.5GHz, 8MB","1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Luôn bật2x USB-C (Thunderbolt 4 / USB4 40Gbps), với USB PD 3.0 và DisplayPort 2.11x HDMI 2.1, lên đến 4K/60Hz1x giắc cắm kết hợp tai nghe / micrô (3.5 mm)1x đầu đọc thẻ nhớ microSD",120 Hz,Tấm nền Oled,"Âm thanh độ nét cao (HD)SoundWirecodec Cirrus Logic CS42L434 loa âm thanh nổi, 2W x2 (loa trầm), 2W x2 (loa tweeter)Dolby AtmosBộ khuếch đại thông minh (AMP)","Nhận diện khuôn mặt, Màn hình Oled, Wi-Fi 7","Backlit, English",Firmware TPM 2.0Phát hiện sự hiện diện của con người bằng sóng siêu âmE-shutterCamera hồng ngoại cho Windows Hello (nhận dạng khuôn mặt),5.0MP + IR với màn trập điện tử,312 x 219.3 x 13.9 mm (Dài x Rộng x Dày),1.19 kg,"Wi-Fi 7, 802.11be 2x2",Bluetooth 5.4,,Vỏ kim loại,Nhôm,Nhôm,Nhôm,,,,"Intel AI Boost, up to 40 TOPS"
laptop-acer-gaming-nitro-v-15-propanel-anv15-41-r7cr,Acer Gaming Nitro V 15 Propanel Anv15 41 R7cr,24.990.000đ,https://cellphones.com.vn/laptop-acer-gaming-nitro-v-15-propanel-anv15-41-r7cr.html,"NVIDIA GeForce RTX 4050 6 GB GDDR6 VRAM, hỗ trợ 2560 NVIDIA CUDA Cores",16GB,DDR5 Up to 4800 MT/s,"2 khe (1 x 16GB, nâng cấp tối đa 96GB)",512GB PCIe NVMe SSD (Tối đa 4TB PCIe Gen4 NVMe SSD​),15.6 inches,Độ sáng 300nitsĐộ phủ màu sRGB 100%Màn hình LCD TFT đèn nền LED Acer ComfyViewGóc nhìn rộng,"57Whr 4-cell Li-ion Battery, 135W AC Adapter",Windows 11 Home Single Language,1920 x 1080 pixels (FullHD),AMD Ryzen 5 7535HS (6 lõi / 12 luồng / Base Clock: 3.3 GHz / Max. Boost Clock: Up to 4.55 GHz / 3MB L2 Cache; 16MB L3 Cache),"1x USB Type-C3x USB Chuẩn A1x Cổng HDMI 2.1 hỗ trợ HDCP1x Giắc cắm tai nghe/loa 3.5 mm, hỗ trợ tai nghe có micro tích hợp1x Cổng Ethernet (RJ-45)1x Giắc cắm DC-in cho bộ đổi nguồn AC",180 Hz,Tấm nền IPS,DTS X:Ultra AudioHỗ trợ Windows Spatial Sound cho PC GamingDAC SNRCông nghệ Acer Purified.VoiceTương thích với Cortana bằng giọng nóiCông nghệ Acer TrueHarmony,,Đơn sắc - Trắng,"Giải pháp Mô-đun Nền tảng Tin cậy (TPM) Phần mềm Người dùng BIOS, mật khẩu giám sát, Khe khóa Kensington",Video HD 720p ở tốc độ 30 khung hình/giây với tính năng Giảm nhiễu theo thời gian,362.3 x 239.89 x 23.5 mm (Dài x Rộng x Dày),2.1 kg,802.11a/b/g/n/ac+ax wireless LAN,Có,Không,Vỏ nhựa,,,,,,,194 TOPs
laptop-asus-vivobook-16-m1607ka-mb091ws-ryzen-ai-7,Asus Vivobook 16 M1607ka Mb091ws Ryzen Ai 7,18.490.000đ,https://cellphones.com.vn/laptop-asus-vivobook-16-m1607ka-mb091ws-ryzen-ai-7.html,AMD Radeon Graphics,16GB,DDR5 Onboard,,512GB M.2 NVMe PCIe 4.0 SSD,16 inches,Độ sáng 300nitsĐộ phủ màu 45% NTSCMàn hình chống chói,"42WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic,1920 x 1200 pixels (WUXGA),"AMD Ryzen AI 7 350 2.0GHz (24MB Cache, up to 5.0GHz, 8 lõi, 16 luồng)",2x USB 3.2 Gen 1 Type-A (tốc độ dữ liệu lên đến 5Gbps)2x USB 3.2 Gen 1 Type-C hỗ trợ hiển thị / Sạc (tốc độ dữ liệu lên đến 5Gbps)1x HDMI 2.1 TMDS1x Giắc cắm âm thanh kết hợp 3.5mm,60 Hz,Tấm nền IPS,SonicMasterLoa tích hợpMicrô mảng tích hợp,"Wi-Fi 6, Nhận diện khuôn mặt",Bàn phím Chiclet có đèn nền với phím số,Webcam IR hỗ trợ Windows HelloMcAfeeBIOS Booting User Password ProtectionBộ xử lý bảo mật Microsoft PlutonTrusted Platform Module (Firmware TPM),Camera FHD có chức năng IR hỗ trợ Windows HelloCó màn trập camera,35.70 x 25.06 x 1.79 ~ 1.99 cm (Dài x Rộng x Dày),1.88 kg,Wi-Fi 6(802.11ax) (Dual band) 2*2,Bluetooth 5.3,,Vỏ nhựa,Nhựa,Nhựa,Nhựa,,,,AMD XDNA NPU up to 50TOPS
laptop-gaming-acer-nitro-v-15-propanel-anv15-51-73bt,Gaming Acer Nitro V 15 Propanel Anv15 51 73bt,19.490.000đ,https://cellphones.com.vn/laptop-gaming-acer-nitro-v-15-propanel-anv15-51-73bt.html,NVIDIA GeForce RTX 2050 với 4GB VRAM GDDR6 chuyên dụng,16GB,DDR5 5200MHz,"2 khe (1 x 16GB, nâng cấp tối đa 96GB)",512GB PCIe NVMe SSD (nâng cấp tối đa 4 TB SSD),15.6 inches,Độ sáng 300nitsĐộ phủ màu sRGB 100%Màn hình LCD TFT đèn nền LED Acer ComfyViewGóc nhìn rộng lên đến 170 độThiết kế siêu mỏng,57Whr 4-cell135W 5.5 PHY Adapter,Windows 11 Home SL,1920 x 1080 pixels (FullHD),"Intel Core i7-13620H (10 lõi / 16 luồng, 3.6 GHz - 4.9 GHz, 24 MB Intel Smart Cache)","1 x USB Type-C (10 Gbps / Thunderbolt 4 / sạc)3 x USB-A1 x Cổng HDMI 2.1 hỗ trợ HDCP1 x Giắc cắm tai nghe/loa 3.5 mm, hỗ trợ tai nghe có micrô tích hợp1 x Cổng Ethernet (RJ-45)1 x Giắc cắm DC-in cho bộ đổi nguồn AC",180 Hz,Tấm nền IPS,DTS X:Ultra AudioHỗ trợ Windows Spatial Sound cho PC GamingCông nghệ Acer Purified.VoiceTương thích với Cortana bằng giọng nóiCông nghệ Acer TrueHarmony,Viền màn hình siêu mỏng,Có,"Giải pháp vân tay Acer Bio-Protection, bao gồm bảo vệ máy tính và chứng nhận bảo mật Windows HelloGiải pháp Firmware Trusted Platform Module (TPM)Người dùng BIOS, mật khẩu giám sát, khe khóa Kensington",Video HD 720p ở tốc độ 30 khung hình/giây với tính năng Giảm nhiễu theo thời gian,362.3 x 239.89 x 22.9/26.9 mm (Dài x Rộng x Dày),2.1 kg,802.11a/b/g/n/ac+ax wireless LAN,Có,,Vỏ nhựa,Nhựa,Nhựa,Nhựa,,,,
laptop-acer-aspire-lite-15-al15-42p-r08m,Acer Aspire Lite 15 Al15 42p R08m,14.290.000đ,https://cellphones.com.vn/laptop-acer-aspire-lite-15-al15-42p-r08m.html,AMD Radeon Graphics,16GB,DDR4 Up to 3200 MT/s,"2 khe (1 x 16GB, nâng cấp tối đa 32GB)",512GB PCIe NVMe SSD (Nâng cấp tối đa 2TB),15.6 inches,Độ sáng 250nitsĐộ phủ màu NTSC 45%Acer ComfyView LED-backlit TFT LCD16:9Wide viewing angleUltra-slim design,58Wh 3-cell Li-ion battery65W Type-C Adapter,Windows 11 Home Single Language,1920 x 1080 pixels (FullHD),"AMD Ryzen 7 7730U, 8 nhân / 16 luồng, xung nhịp cơ bản 2.0GHz, tối đa 4.5GHz, bộ nhớ đệm 16MB L3 & 4MB L2","1x USB Type-C (USB 3.2 Gen 1 (5Gbps), DisplayPort, sạc USB 5–20V/3.25A)3x USB-A USB 3.2 Gen 11x HDMI 1.4 (HDCP)1x microSD hỗ trợ tối đa 512GB (SDXC, exFAT)1x jack 3.5mm: tai nghe/loa, hỗ trợ micro",60 Hz,Tấm nền IPS,Hai loa âm thanh nổi tích hợpHai micro tích hợp,Wi-Fi 6,Không,"BIOS (User, Supervisor), Kensington lock","FHD 2MP, hỗ trợ gọi video (Video Conferencing)",358.6 x 232.7 x 18.95 mm (Dài x Rộng x Dày),1.7 kg,Wi-Fi 6 (ax),Bluetooth 5.1,Có,Vỏ nhựa,,,,,,,
laptop-lenovo-thinkpad-x1-carbon-gen-13-aura-edition-21ns008hvn,Lenovo Thinkpad X1 Carbon Gen 13 Aura Edition 21ns008hvn,55.990.000đ,https://cellphones.com.vn/laptop-lenovo-thinkpad-x1-carbon-gen-13-aura-edition-21ns008hvn.html,Intel Arc Graphics 140V,32GB,LPDDR5x-8533 Onboard,Không nâng cấp,"1TB SSD M.2 2280 PCIe 5.0x4 Performance NVMe  Opal 2.0 (Một ổ đĩa, SSD M.2 2280 lên đến 2TB)",14 inches,Màn hình chống chóiĐộ sáng 500nitsĐộ phủ màu 100% sRGB,"57Wh, 65W USB-C Slim GaN (3-pin)","Windows 11 Pro, English (US) / English (UK) + Bộ hiệu suất kết nối Intel + Lenovo AI Now",1920 x 1200 pixels (WUXGA),"Intel Core Ultra 7 258V, 8 lõi (4P + 4LPE) / 8 luồng, Max Turbo up to 4.8GHz, 12MB","1x USB-A (5Gbps / USB 3.2 Gen 1)1x USB-A (5Gbps / USB 3.2 Gen 1), Luôn bật2x USB-C (Thunderbolt 4 / USB4 40Gbps), với USB PD 3.0 và DisplayPort 2.11x HDMI 2.1, lên đến 4K/60Hz1x Giắc cắm kết hợp tai nghe/micrô (3.5mm)",60 Hz,Tấm nền IPS,"Microphone 2x, 360°Stereo speakers, 2W x2Dolby AtmosHigh Definition (HD) AudioRealtek ALC713 codec","Màn hình cảm ứng, Bảo mật vân tay, Nhận diện khuôn mặt, Wi-Fi 7",Backlit,Discrete TPM 2.0 Enabled,FHD 1080p + IR riêng biệt với màn trập camera,"312.80 x 214.75 x 8.38 / 14.77 mm (trước/sau), 17.95 mm (tối đa)",986 g,"Intel Wi-Fi 7 BE201, 802.11be 2x2",Bluetooth 5.4NFC,,Vỏ kim loại,Sợi Carbon,Nhôm,,,,,"Intel AI Boost, up to 47 TOPS"
laptop-lenovo-thinkpad-e14-gen-7-21t90021va,Lenovo Thinkpad E14 Gen 7 21t90021va,23.990.000đ,https://cellphones.com.vn/laptop-lenovo-thinkpad-e14-gen-7-21t90021va.html,Intel Graphics,16GB,SO-DIMM DDR5-5600,"2 khe (1x 16GB, nâng cấp tối đa 64GB)","512GB SSD M.2 2242 PCIe 4.0x4 NVMe Opal 2.0, tối đa 1TB",14 inches,Độ sáng 300nitsMàn hình chống chóiĐộ phủ màu 45% NTSC,"48Wh, 65W USB-C (3-pin)",Free OS,1920 x 1200 pixels (WUXGA),"Intel Core 7 240H, 10 lõi (6P + 4E) / 16 luồng, P-core 2.5 / 5.2GHz, E-core 1.8 / 4.0GHz, 24MB","1x USB-A (5Gbps / USB 3.2 Gen 1)1x USB-A (10Gbps / USB 3.2 Gen 2), Luôn bật1x USB-C (Thunderbolt 4 / USB 4 40Gbps), với USB PD 3.1 và DisplayPort 2.11x HDMI 2.1, lên đến 4K/60Hz1x Giắc cắm kết hợp tai nghe/micrô (3.5mm)1x RJ-45",60 Hz,Tấm nền IPS,"Âm thanh độ nét cao (HD)Bộ giải mã Senary SN6147Loa stereo, 2W x2Dolby AtmosÂm thanh của HARMAN","Wi-Fi 6, Bảo mật vân tay, Nhận diện khuôn mặt","Backlit, English",Discrete TPM 2.0 Enabled,FHD 1080p + IR Hybrid với Màn trập camera,"313 x 220.3 x 10.1/15.25 (trước/sau), 19.7 (tối đa) mm",1.34 kg,"Intel Wi-Fi 6E AX211, 802.11ax 2x2",Bluetooth 5.3,,Vỏ kim loại,Nhôm,Nhôm,,,,,
laptop-lenovo-ideapad-slim-3-14irh10-83k0000avn,Lenovo Ideapad Slim 3 14irh10 83k0000avn,15.990.000đ,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-14irh10-83k0000avn.html,Intel UHD Graphics,24GB,DDR5-4800,"2 khe (1 x 8GB Onboard + 1 x 16GB SO-DIMM, tối đa 24GB)","512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, nâng cấp lên đến 1TB)",14 inches,Độ sáng 300nitsMàn hình chống chóiĐộ phủ màu 45% NTSC,60Wh (Đầu tròn 65W (3 chân)),"Windows 11 Home Single Language, English",1920 x 1200 pixels (WUXGA),"Intel Core i5-13420H, 8 lõi (4P + 4E) / 12 luồng, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB","2x USB-A (5Gbps / USB 3.2 Gen 1)1x USB-C (5Gbps / USB 3.2 Gen 1), với USB PD 3.0 và DisplayPort 1.21x HDMI 1.41x giắc cắm kết hợp tai nghe / micrô (3.5 mm)1x đầu đọc thẻ SD1x đầu nối nguồn",,Tấm nền IPS,"High Definition (HD) AudioLoa stereo, 2W x2Dolby Audio",Wi-Fi 6,Không có đèn nền,Firmware TPM 2.0 Enabled,HD 720p với màn trập camera,314.4 x 222.1 x 16.9-17.9 mm (Dài x Rộng x Dày),1.43 kg,"Wi-Fi 6, 802.11ax 2x2",Bluetooth 5.2,Có,Vỏ nhựa - nắp lưng kim loại,Nhôm,Nhựa,,,,,
laptop-dell-g15-5530-i7hx161w11gr4060,Dell G15 5530 I7hx161w11gr4060,36.990.000đ,https://cellphones.com.vn/laptop-dell-g15-5530-i7hx161w11gr4060.html,"NVIDIA GeForce RTX 4060, 8GB GDDR6",16GB,DDR5 4800MHz,"2 khe (2x 8GB, nâng cấp tối đa 32GB)",1TB M.2 PCIe NVMe SSD,15.6 inches,ComfortViewPlusNVIDIA GSYNC+ DDS Display,"Pin liền,6-Cell Battery, 86WHr (Integrated), 330W",Windows 11 Home + Office Home & Student 2021,1920 x 1080 pixels (FullHD),"Intel Core i7-13650HX (24MB Cache, Turbo Boost 4.7 GHz)",1x RJ-453x USB 3.2 Gen 11x USB 3.2 Gen 2 (Type-C) có DisplayPort1x giắc cắm tai nghe đa năng1x HDMI 2.1,165 Hz,Tấm nền WVA,Realtek ALC3204,Wi-Fi 6,Bàn phím có đèn nền RGB 4 vùng,,"Camera HD RGB: 0,92 megapixel (Ảnh tĩnh) và 1280 x 720 ở tốc độ 30 khung hình/giây (Video)",21.28 - 26.15 x 357.26 x 274.52 mm,2.81 kg,Wi-Fi 6 (802.11ax),Bluetooth 5.2,Không,Vỏ nhựa,Nhựa,Nhựa,Nhựa,,,,
laptop-asus-zenbook-s-16-um5606ka-rk127ws-ryzen-ai-7,Asus Zenbook S 16 Um5606ka Rk127ws Ryzen Ai 7,35.990.000đ,https://cellphones.com.vn/laptop-asus-zenbook-s-16-um5606ka-rk127ws-ryzen-ai-7.html,AMD Radeon Graphics,24GB,LPDDR5X Onboard,,1TB M.2 NVMe PCIe 4.0 SSD,16 inches,Thời gian phản hồi 0.2msĐộ sáng 400nitsĐộ sáng tối đa 500nits HDRĐộ phủ màu 100% DCI-P3HDR True Black 5001.07 tỷ màuGiảm 70% ánh sáng xanh có hạiTÜV Rheinland-certifiedSGS Eye Care Display,"78WHrs, 2S2P, 4-cell Li-ion",Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic,2880 x 1800 pixels,"AMD Ryzen AI 7 350 2.0GHz (24MB Cache, up to 5.0GHz, 8 lõi, 16 luồng)",1x USB 3.2 Gen 2 Type-A (10Gbps)2x USB 4.0 Gen 3 Type-C hỗ trợ hiển thị/cung cấp điện (40Gbps)1x HDMI 2.1 TMDS1x Giắc cắm âm thanh kết hợp 3.5mmĐầu đọc thẻ SD 4.0,120 Hz,Tấm nền Oled,Công nghệ Smart AmpLoa tích hợpMicrô mảng tích hợp,"Nhận diện khuôn mặt, Màn hình Oled, Wi-Fi 7",Bàn phím Chiclet có đèn nền với phím Copilot,Webcam IR hỗ trợ Windows HelloBộ xử lý bảo mật Microsoft PlutonMô-đun nền tảng đáng tin cậy (Phần mềm TPM),Camera FHD có chức năng IR hỗ trợ Windows Hello,35.36 x 24.30 x 1.19 ~ 1.29 cm (Dài x Rộng x Dày),1.50 kg,Wi-Fi 7(802.11be) (Tri-band)2*2,Bluetooth 5.4,Có,Vỏ kim loại,Nhôm,Nhôm,Nhôm,,,,AMD XDNA NPU up to 50TOPS
